,created_at,text,0
400,Fri Nov 13 22:51:07 +0000 2015,Are you a #smallbiz in greater #Houston ? Don't miss @Verizon Summit 11/17 ! Register Here:  https://t.co/RfuRJns4bR #VZWHoustonSMB,0.10714285714285714
401,Fri Nov 13 20:54:30 +0000 2015,Just got the 6s Plus. ? #tmobile https://t.co/1HlmFDQPFc,0.0
402,Fri Nov 13 19:33:11 +0000 2015,"#Verizon #Tablet ? Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE Support, Android 5.1 Lollipop? https://t.co/VQe3cZirIT #Android",0.0
403,Fri Nov 13 18:38:39 +0000 2015,I just checked in @ATT with #mPLACES  Download today!  https://t.co/BhEGe1Rt83,0.25
404,Fri Nov 13 19:10:03 +0000 2015,"RT @TheAMAs: Tap ""Where Are Ü Now"" to vote @justinbieber @diplo &amp; @skrillex for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.?",0.125
405,Fri Nov 13 22:12:02 +0000 2015,"Feels like an ""order Chinese delivery"" and watch Bond movies @hulu kinda night.",-0.041666666666666664
406,Sat Nov 14 01:32:54 +0000 2015,I just entered to win the new #HTCOneA9 @ATT This would be amazing!!!!,0.0
407,Fri Nov 13 21:08:01 +0000 2015,NEW: @Netgear #Verizon Jetpack 4G LTE Mobile Hotspot AC791L For #NetgearAmbassador Review. #VZWBuzz #tech https://t.co/tQFoWZCm8D,0.0
408,Fri Nov 13 19:15:58 +0000 2015,RT @thejurasout: #America?s Top 10 Corporate #TaxAvoiders https://t.co/1RqLopj37J @demunderground #GE #Boeing #Verizon #BoA #Citigroup #Pfi?,0.0
409,Fri Nov 13 18:05:52 +0000 2015,"YouTube will soon come to @TMobile's Binge On service, but there's some difficulties... https://t.co/NmZupr1SEU",0.25
410,Fri Nov 13 21:20:33 +0000 2015,#Herbs and #Spices r the #essence of a #dish: https://t.co/dhlCx94ghl #weightloss #healthyeating #gmofree https://t.co/jmRB4barG3,0.25
411,Fri Nov 13 20:08:04 +0000 2015,@TMobileHelp @TMobile @JohnLegere 45 mins after explaining the issue and then you guys hang up. This needs fixed today.,0.0
412,Fri Nov 13 18:58:12 +0000 2015,"RT @echosmith: Hey @krgogunn! Wednesdays are better with a little surprise! Enjoy this #WhyNotWednesday shout-out, HT @verizon http://t.co/?",0.0
413,Fri Nov 13 19:26:46 +0000 2015,@TMobile Is there any way they can get noticed by their manager or management? I walked out feeling like a valued customer,0.0
414,Fri Nov 13 21:24:28 +0000 2015,@VZWSupport My fiance was sent to collections while under a payment arrangement. Paid in full and was denied a letter of deletion.,0.0
415,Fri Nov 13 21:35:04 +0000 2015,I just entered to win the new #HTCOneA9 @ATT,0.0
416,Fri Nov 13 23:32:02 +0000 2015,@att it's not me its you #wastedyears,0.25
417,Sat Nov 14 01:52:56 +0000 2015,Lol what a joke @verizon wants to charge you $20 to activate your phone on the already crappy call dropping network.  #VZWireless #BS,0.041666666666666664
418,Fri Nov 13 22:24:40 +0000 2015,@ATT So I DM with @ATTCares Give them the details they are looking for and then . . . . . .  Silence. 2 hours of silence. I don't get it.,0.25
419,Sat Nov 14 00:30:30 +0000 2015,RT @thumpthump: Best of @TOKiMONSTA. Tune in Nov 18 at 5 PT / 8 ET for an exclusive Thump livestream with @TMobile #MusicFreedom https://t.?,0.0625
420,Fri Nov 13 20:20:31 +0000 2015,JOIN THE FIGHT ON #DBZXB https://t.co/hMgIzWheoZ FOR  #team1 #att,0.0
421,Sat Nov 14 00:09:53 +0000 2015,I just checked in @ATT with #mPLACES  Download today!  https://t.co/Dmmreb2QsJ,0.25
422,Fri Nov 13 22:49:13 +0000 2015,I just entered to win the new #HTCOneA9 @ATT,0.0
423,Fri Nov 13 21:36:22 +0000 2015,@askdes anything new on band 12 and Nexus 6P @TMobile @TMobileHelp,-0.08333333333333333
424,Fri Nov 13 22:16:58 +0000 2015,@TMobile @xo_braaandy I can't wait until my problem is resolved,-0.075
425,Fri Nov 13 21:19:45 +0000 2015,"@ATTCares Sent you a dm with my area, please let me know what's going on, internet down since last night.",-0.041666666666666664
426,Fri Nov 13 20:20:32 +0000 2015,"@ATTCares Right, so I need a carrier unlock for the device. But there are complications as it was purchased on a previous account.",0.027777777777777776
427,Fri Nov 13 20:53:08 +0000 2015,"@verizon @obey_destroy way to leave out that you would charge upgrade fees to, 40 for existing and 20 for new",-0.017857142857142856
428,Fri Nov 13 21:36:50 +0000 2015,I just entered to win the new #HTCOneA9 @ATT,0.0
429,Fri Nov 13 21:32:02 +0000 2015,I just entered to win the new #HTCOneA9 @ATT,0.0
430,Sat Nov 14 01:58:09 +0000 2015,"#Verizon #Tablet ? Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE? https://t.co/x0fTKqK1ar #Android https://t.co/Dza5nQ6e19",0.10416666666666667
431,Sat Nov 14 01:22:33 +0000 2015,@ATT @ATTCares I don't know why I pay to be treated like this.  Just got hung up on by ATTWIRELESS rep.  I am #overpaying and #furious,-0.25
432,Fri Nov 13 20:40:10 +0000 2015,RT @BrunoMarsUE: #YouTube #Video #BrunoMars #Live #LosAngeles #Tmobile November 10th  https://t.co/JQvrTyx7Ef,0.0
433,Fri Nov 13 19:28:37 +0000 2015,"#Verizon #Tablet ? Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE Support, Android 5.1 Lollipop? https://t.co/ig3gppMWJ2 #Android",0.041666666666666664
434,Sat Nov 14 01:24:34 +0000 2015,@comcastcares fuck you,0.0
435,Fri Nov 13 21:37:13 +0000 2015,I just entered to win the new #HTCOneA9 @ATT,0.0
436,Sat Nov 14 01:13:16 +0000 2015,"So, @dish_answers why didn't I get prior notice when you rescheduled my DSL activation? (or ANY notice?)",0.078125
437,Fri Nov 13 21:42:00 +0000 2015,I just entered to win the new #HTCOneA9 @ATT,0.020833333333333332
438,Fri Nov 13 18:52:16 +0000 2015,@kingdango @verizon Hey want iPhone check my Pin tweet,0.25
439,Sat Nov 14 00:14:31 +0000 2015,"@DBDR @ATT @VerizonDeals Hey there! I know what you mean, figuring out a phone plan can be a lot of work! I'd love to discuss our... 1/3",-0.08333333333333333
440,Fri Nov 13 21:55:15 +0000 2015,I just entered to win the new #HTCOneA9 @ATT,-0.011363636363636364
441,Sat Nov 14 01:30:06 +0000 2015,@VZWSupport I saw them reported on Twitter!!!,0.0
442,Fri Nov 13 22:09:02 +0000 2015,RT @akcdoglovers: .@FidoTVChannel has launched on @Dish. No @Dish? Demand it from your local provider | https://t.co/d9uR2da5Yp https://t.c?,0.0
443,Fri Nov 13 21:05:57 +0000 2015,New #job opening at #ATT in #Roseville! #Retail #Sales Consultant Sacramento East Area CA https://t.co/o08RcK8aQG,-0.078125
444,Fri Nov 13 20:41:06 +0000 2015,RT @teenwolf_RT: Our #teenwolf pack demand to @hulu to bring all seasons of teen wolf to the streaming service thanks in advance @hulu_supp?,0.25
445,Fri Nov 13 22:06:55 +0000 2015,I spent 2 hours on the phone with @ATTCares customer service just to have them say they will call back and email. Didn't keep their word,0.0
446,Fri Nov 13 22:52:09 +0000 2015,What am I paying you for? Your internet service is absolute garbage. Back to 200kbps because you can't get your crap together @comcastcares,0.0
447,Fri Nov 13 19:53:00 +0000 2015,#HartofDixie fans email to hulu: support@hulu.com and TVtibi: support@readysetsync.com &amp; ask to pick HOD up #rachelbilson #jaimeking PLS,0.041666666666666664
448,Sat Nov 14 01:44:02 +0000 2015,@ATTCares I sent the  message about my service,0.0
449,Fri Nov 13 19:35:00 +0000 2015,Just got real free cell service with #ringplus https://t.co/yTkyGbIoB8 Thanks @ringplusmobile and @CNET  - sorry #TMobile #Verizon #ATT,0.1875
450,Fri Nov 13 21:09:16 +0000 2015,Ookla Speedtest result. #speedtest. The jig is up. Fix it. @ATT  https://t.co/BRujJ2dVLx,0.10416666666666667
451,Fri Nov 13 20:18:20 +0000 2015,"@TMobile, @ComedyCentral  would be a great add to the #BingeOn",0.125
452,Fri Nov 13 19:25:04 +0000 2015,#MusicFreedom @TMobile Amazon Music - please add it to the list! My kids and I listen to it regularly,0.0
453,Sat Nov 14 01:02:23 +0000 2015,I just checked in @ATT with #mPLACES  Download today!  https://t.co/9l0MoGJJfu,0.0
454,Fri Nov 13 23:41:26 +0000 2015,@TMobileHelp It would be one thing if this was the first time but it is every time I deal with T-Mobile!,-0.025
455,Fri Nov 13 18:09:40 +0000 2015,"RT @Ericheathme: @JohnLegere @TMobile Please add Amazon Video to #BingeOn. On a related note, please add Amazon Prime Music to your music o?",0.0
456,Fri Nov 13 22:55:14 +0000 2015,"@comcastcares yes, it is working again. This happens every week and I can't get my mail for a day or more....this is crazy, and we pay.",-0.046875
457,Fri Nov 13 21:50:39 +0000 2015,I just entered to win the new #HTCOneA9 @ATT,0.1
458,Fri Nov 13 20:34:26 +0000 2015,@SNFonNBC @Giants @Patriots @verizon @nflnetwork Patriots will go down. They. Can't help it the Giants are their Kriptonite,0.0625
459,Fri Nov 13 23:01:03 +0000 2015,@sprint staying with @ATT would have been better option than switching to Sprint. disconnecting service with spending limit forces loss of $,0.16666666666666666
460,Fri Nov 13 18:09:47 +0000 2015,I just checked in @ATT with #mPLACES  Download today!  https://t.co/0C6pCGp1MK,0.5
461,Sat Nov 14 00:49:55 +0000 2015,#Hulu in Talks to Sell Stake to Time Warner https://t.co/jqPpOpbEjh https://t.co/iIdBQPMSao,0.041666666666666664
462,Fri Nov 13 18:34:01 +0000 2015,Forever waiting on @comcast because they're customer service is so slow and they never have more then two people working in the store.,0.28125
463,Fri Nov 13 23:53:25 +0000 2015,"@ATTCares Hi ATT, I'm good and I don't accept this Text https://t.co/lOZUi9fonH",0.075
464,Fri Nov 13 23:46:51 +0000 2015,@VZWSupport they're new. Bound to have some! Thanks for listening though lol I have insurance so I'm sure I'll just get a replacement.,0.16071428571428573
465,Fri Nov 13 20:36:00 +0000 2015,"@ATTCares Always the same robocaller, sometimes AT&amp;T is the carrier, sometimes it's Verizon. Sometimes it's landline, sometimes cell..",0.0
466,Fri Nov 13 18:12:52 +0000 2015,RT @JohnLegere: There should be a service like this for dumping your old carrier and coming to @TMobile. ;) https://t.co/nulH5NBfj5,0.03125
467,Sat Nov 14 01:57:39 +0000 2015,"#Verizon #Tablet ? Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE? https://t.co/GUwqwkqi0p #Android https://t.co/TG6dRgKtKa",0.0
468,Sat Nov 14 00:00:38 +0000 2015,Please @netflix @hulu @amazonprimenow pick up @cedarcovetv and give the show a worthy conclusion!,-0.125
469,Fri Nov 13 19:55:03 +0000 2015,"@TMobileHelp There is obviously an issue with the phones gallery in connection with its messaging app,correct? Will this issue be addressed?",0.0
470,Fri Nov 13 19:42:15 +0000 2015,@DBtay0140 @VZWSupport just started a new plan with Verizon ??,0.125
471,Fri Nov 13 22:17:41 +0000 2015,Leaving @ATT after 10 years due to horrible and disgusting customer experience. @TMobile or @verizon?,-0.041666666666666664
472,Fri Nov 13 23:59:24 +0000 2015,.@ATTCares As someone who worked in customer service for years - back when I did - we could engage without prying into people's lives.,0.16666666666666666
473,Fri Nov 13 23:06:03 +0000 2015,@comcastcares If you are going to limit my data can't you at least stop with the fluctuations? About 70mbs slow. https://t.co/g8ZdlDBN5A,0.25
474,Fri Nov 13 19:53:52 +0000 2015,@SamsungMobile this driver @smiggidy  #note4 stop working for no reason.The @ATT rep makin him go with out a phone 4 a week. Can u Hook'm up,0.025
475,Fri Nov 13 20:19:54 +0000 2015,I can't get over the fact that I still had to pay for those 13 days I had @TMobile even after they stole my fucking identity. ????????,0.0625
476,Fri Nov 13 18:34:32 +0000 2015,@JohnLegere @verizon So they are taking back some of the bribe money when you are lured to come back? Seriously?,0.0
477,Fri Nov 13 20:06:07 +0000 2015,@vincenzolandino @TMobile @JohnLegere @52Creative @verizon   That's what I got through TMobile :). TMobile will pay for the switch!,0.03125
478,Fri Nov 13 20:51:12 +0000 2015,.@HubbleHugger77's film Saving Hubble is now on @hulu! https://t.co/lDxLWAjWdY,0.0
479,Fri Nov 13 22:44:32 +0000 2015,Thank you #tmobile @ Teatro UABC https://t.co/4dZ9bnxVYT,0.0
480,Fri Nov 13 20:02:41 +0000 2015,.@Verizon?s #ProBono Signal Receives Great Reception https://t.co/el3RITfPt9,0.0
481,Fri Nov 13 21:16:11 +0000 2015,Watching LIVE on #Periscope: SlickChix signs Deal with #TMobile BIG Thanks to John Legere https://t.co/ekqiIqALbE,-0.16666666666666666
482,Fri Nov 13 18:20:46 +0000 2015,"@comcastcares Comcast really doesn't care, they're only money hungry. maybe you should check your dms.",0.011363636363636364
483,Fri Nov 13 22:38:06 +0000 2015,RT @UA_Athletics: .@ATT wants you to enter for your chance to win the Ultimate SEC Championship Experience at https://t.co/hRdkoAa023! http?,0.0
484,Fri Nov 13 20:58:53 +0000 2015,"This just in. #Verizon has been granted their wifi calling waiver. Let?s us all rejoice. Finally, better calls inside buildings!!",0.0
485,Fri Nov 13 21:50:32 +0000 2015,RT @mangacom: Gotta Go Fast!  REDLINE is playing on @Hulu!  https://t.co/CxccfYEk1J https://t.co/ejHfLYRZLg,0.0
486,Fri Nov 13 21:26:38 +0000 2015,@tcarr184 you get my tweet about turkey day? send me your email to mconfoy@verizon.net if you can for directions and time,0.0
487,Fri Nov 13 21:21:49 +0000 2015,"RT @955PLJ: Come say what up at @TMobile - 3410 Broadway - here til 6p w/ @ralphieaversa, prizes and some cool toys on display! https://t.c?",0.0
488,Fri Nov 13 20:07:17 +0000 2015,How awesome is this?!...thank you @ATT and @KirkHerbstreit for this on my doorstep!...very cool #StrongerSaturday https://t.co/UfU5imjDfq,0.5
489,Fri Nov 13 23:38:17 +0000 2015,#Hulu reportedly in talks to sell a chunk of itself to Time Warner https://t.co/EyyLnlsu9T,0.125
490,Fri Nov 13 19:49:04 +0000 2015,@HouseGOP Get Angry W/ @Verizon! Suspected #NSA #ACTIVITY @COPSOffice? @LorettaLynch? #Spying #InUSAHomes? https://t.co/7iV6ufbaEm #GOP?,0.041666666666666664
491,Fri Nov 13 23:31:57 +0000 2015,RT @teenwolf_RT: Our #teenwolf pack demand to @hulu to bring all seasons of teen wolf to the streaming service thanks in advance @hulu_supp?,0.25
492,Sat Nov 14 01:04:29 +0000 2015,My sister is getting a new phone! @verizon https://t.co/kqFqyAgb6U,0.0
493,Fri Nov 13 23:39:25 +0000 2015,I just entered to win the new #HTCOneA9 @ATT,0.0
494,Fri Nov 13 19:04:55 +0000 2015,#ATT asks #FCC to grandfather private line voice service in BellSouth territory - FierceTelecom https://t.co/aHnRVjpw3N,0.0
495,Fri Nov 13 19:09:44 +0000 2015,MT @HowHandyIsThat .@dish Rush Compares Gay Marriage to Pedophilia https://t.co/DmxVTUbCit ? #StopRush,-0.015625
496,Fri Nov 13 22:58:00 +0000 2015,My @comcast internet is out for the second time this week. I should get a discount this month.,0.017857142857142856
497,Fri Nov 13 19:48:51 +0000 2015,cable and phone together was 310 this month. thanks a lot @verizon,0.0
498,Sat Nov 14 01:55:01 +0000 2015,RT @TreMelvin: @VZWSupport me sneaking into verizon headquarters to lower my bill https://t.co/Pnn5mCbTmz,0.0
499,Fri Nov 13 19:52:37 +0000 2015,.@Hulu is seeking to sell a stake to Time Warner     https://t.co/gipoXVtSMS @WSJ,0.25
500,Fri Nov 13 22:03:20 +0000 2015,@TMobileHelp Do you have a secret phone # where I can complete an order? TRYING to find ANYBODY. Geesh,0.25
501,Sat Nov 14 01:04:08 +0000 2015,@beINSPORTS @dish  How come you didn't fix the schedule??? Can't record it now!!! #Argentina vs #Brasil,0.09375
502,Fri Nov 13 18:06:24 +0000 2015,@comcast one month ago spent an hour in the phone with these devils.  Thought it was resolved.  Now in one month the bill jacked up $40 smh,0.25
503,Fri Nov 13 23:45:54 +0000 2015,I just checked in @ATT with #mPLACES  Download today!  https://t.co/55qB5FDw3f,0.25
504,Sat Nov 14 01:14:41 +0000 2015,RT @Variety: ICYMI &gt;&gt; @Hulu is in talks with Time Warner about selling a stake in the company https://t.co/LMI276Cpnr https://t.co/qSTwjx4N?,0.0
505,Fri Nov 13 18:43:21 +0000 2015,#ATT is a Technology Destination for the Holiday Shopping Season! https://t.co/X54YOicKTb https://t.co/TaFBJePFBo,-0.1875
506,Sat Nov 14 01:41:37 +0000 2015,Ok I was quit excited to see @ATT doubled my data for just over a year for free.,0.025
507,Fri Nov 13 19:32:11 +0000 2015,"#Verizon #Tablet ? Verizon Launches Ellipsis 10 Tablet: Quad-Core Chip, LTE Support, Android 5.1 Lollipop? https://t.co/ILz18WREek #Android",-0.020833333333333332
508,Fri Nov 13 19:18:40 +0000 2015,@verizon can you help me? https://t.co/7Rt43Hec3P,0.041666666666666664
509,Fri Nov 13 20:01:46 +0000 2015,"RT @SNFonNBC: The @Giants aim to once again take down an undefeated @Patriots team, presented by @Verizon https://t.co/Mk36rS4WwE",0.25
510,Fri Nov 13 20:20:07 +0000 2015,Our little family will most likely be homeless in 3 weeks. CEO please step up! #Verizon #Verizonsucks #VZWBuzz,0.0
511,Fri Nov 13 22:18:54 +0000 2015,I just entered to win the new #HTCOneA9 @ATT,0.08333333333333333
512,Fri Nov 13 22:42:12 +0000 2015,@VZWSupport do you all have home internet service in the 60503 area? I have att for home internet.,0.0625
513,Fri Nov 13 22:00:49 +0000 2015,I just checked in @ATT with #mPLACES  Download today!  https://t.co/XbwiQSlU8l,0.10416666666666667
514,Fri Nov 13 20:01:53 +0000 2015,Day 5 comes to an end here @TMobile   #GDCVA #MLC #BeMagenta #13thClass #friday13th #LoveWhatYouDo @tglover187 https://t.co/l9rBN9PLP0,-0.017857142857142856
515,Fri Nov 13 23:38:09 +0000 2015,#Verizon latest US carrier to get the #FCC green light for WiFi calling: AT&amp;T kicked off a? https://t.co/OAxGfFDsfi,0.0
516,Fri Nov 13 21:36:37 +0000 2015,Was trying to get help with my phone by calling @ATT and they just left me hanging ...,0.07142857142857142
517,Sat Nov 14 00:25:09 +0000 2015,Watch @Brittanysnow #cjwilson @ijustine @LilJon @SamRichardson @Zedd @DexterFowler #UncarrierX #TMobile #EventRecap https://t.co/9r5c8DFu6S,0.10416666666666667
518,Fri Nov 13 21:11:40 +0000 2015,This crapy service doesn't work on Miami 33126 @TMobileHelp @TMobileLatino @TMobile @JohnLegere https://t.co/egN0KJJwUc,0.125
519,Fri Nov 13 22:46:12 +0000 2015,JOIN THE FIGHT ON #DBZXB https://t.co/hMHMAozp5f FOR    #att #team1,0.25
520,Sat Nov 14 00:57:43 +0000 2015,@hulu @EmpireFOX  yes it is????,-0.09375
521,Fri Nov 13 22:18:17 +0000 2015,I just entered to win the new #HTCOneA9 @ATT,0.25
522,Fri Nov 13 21:09:48 +0000 2015,@ATTCares so i called customer service - asked to be upgraded to a manager and instead customer service hung up on me?,0.0
523,Fri Nov 13 21:48:47 +0000 2015,I just entered to win the new #HTCOneA9 @ATT,0.041666666666666664
524,Fri Nov 13 22:48:21 +0000 2015,I just entered to win the new #HTCOneA9 @ATT,0.75
525,Sat Nov 14 00:36:10 +0000 2015,@VZWSupport I usually have 4 bars but I have no bars now. When I place a call the recipient cannot hear me but I hear them.,0.03125
526,Fri Nov 13 21:04:32 +0000 2015,I applaud you for this https://t.co/O4FM8EeOA2,0.0625
527,Sat Nov 14 01:57:47 +0000 2015,New #job opening at Mattel in #Bloomington - #Seasonal #Dish Washer #jobs https://t.co/juTS8FZUmX https://t.co/jYL89B9oQv,0.25
528,Fri Nov 13 22:19:25 +0000 2015,@VZWSupport ...am I just getting shifted around to multiple people :P?,0.0
529,Fri Nov 13 19:57:48 +0000 2015,@VZWSupport Please stop. @verizon was worse. You were the whole reason I went to @ATT Unfortunately the industry is broke.,0.0
530,Sat Nov 14 00:21:14 +0000 2015,@Tmobile hi do you guys have any idea how much your prepaid plans will be on 1/1/2016?,-0.020833333333333332
531,Fri Nov 13 22:25:23 +0000 2015,I just entered to win the new #HTCOneA9 @ATT,-0.07142857142857142
532,Fri Nov 13 21:32:03 +0000 2015,@comcastcares y'all lie so much.,0.0
533,Fri Nov 13 18:15:13 +0000 2015,"RT @TheAMAs: Tap ""Where Are Ü Now"" to vote @justinbieber @diplo &amp; @skrillex for #AMAs Collab of the Year Un-leashed by @TMobile. https://t.?",0.25
534,Fri Nov 13 18:32:39 +0000 2015,@Brittanysnow @Zedd @TMobile BingeOn??? What exactly are you binging on? https://t.co/OyaCjGVTh2,0.0
535,Sat Nov 14 00:23:39 +0000 2015,Just got real free cell service with #ringplus https://t.co/fn91W5RGyv Thanks @ringplusmobile and @CNET  - sorry #TMobile #Verizon #ATT,0.0
536,Fri Nov 13 20:00:24 +0000 2015,.@comcast sends me regular uses mail exhorting me to upgrade to x1  often claiming ?no additional cost? ? but the monthly fee still applies.,0.0
537,Sat Nov 14 01:29:18 +0000 2015,@verizon cell service outage in zipcode 18801. @VZWSupport telling me it is my phone after others tweeted same outage.,0.0
538,Fri Nov 13 19:06:23 +0000 2015,MT@LilyPutin01 .@TMobile How many times did Rush Limbaugh call a college student a slut? https://t.co/6ZxRzEZAVv  #StopRush,0.0
539,Fri Nov 13 21:47:23 +0000 2015,Just got real free cell service with #ringplus https://t.co/0C80vDOa6u Thanks @ringplusmobile and @CNET  - sorry #TMobile #Verizon #ATT,-0.08333333333333333
540,Fri Nov 13 19:58:03 +0000 2015,@TMobileHelp Will I get this in email?,0.3125
541,Fri Nov 13 21:53:27 +0000 2015,I just entered to win the new #HTCOneA9 @ATT,0.28125
542,Fri Nov 13 19:51:23 +0000 2015,#TMobile #LTE ? How ?Binge On? could blow up in T-Mobile?s face ? I personally have very mixed feelings? https://t.co/JPzCzqNI23 #OtherTech,0.25
543,Sat Nov 14 00:33:32 +0000 2015,I just entered to win the new #HTCOneA9 @ATT,0.25
544,Sat Nov 14 00:50:05 +0000 2015,RT @Brittanysnow: Such an awesome show from @Zedd last night at the @Tmobile party.  Danced my damn pants off  (I WAS? https://t.co/2f9N9Ib?,0.25
545,Sat Nov 14 01:10:31 +0000 2015,"@hulu_support is something going on? I've spent an hour trying to get a show to load. Rebooted, deleted, redownloaded. Reset wifi. Nada.",0.125
546,Fri Nov 13 18:13:30 +0000 2015,@ATTCares naw I'm good !,0.15
547,Fri Nov 13 20:57:10 +0000 2015,At home catching up on my shows on #hulu @KingBach you should get into #HowToGetAwayWithMurder it is so freaking awesome ???...?,0.0625
548,Fri Nov 13 20:22:02 +0000 2015,Finally got my #iPhone6SPlus #goodvibes #Verizon #Apple #weekend started off right. https://t.co/8ETxGhAHOy,0.15625
549,Fri Nov 13 21:39:30 +0000 2015,I just entered to win the new #HTCOneA9 @ATT,0.08333333333333333
550,Fri Nov 13 19:07:17 +0000 2015,@hulu @adultswim #MetalocalypseNow - Sign the Petition! https://t.co/ReR4T7uDkj via @Change,-0.020833333333333332
551,Fri Nov 13 21:23:16 +0000 2015,@VZWSupport Cellular service. My fiance was sent to collections while he was under a payment arrangement and paid remaining in full.,0.125
552,Fri Nov 13 18:31:47 +0000 2015,RT @tragic_heroine: @AyeDeeJaye @ATTCares you giving her a phone fam? What can you do for me bc sprint tripping with the monthly cost for t?,0.25
553,Fri Nov 13 23:48:55 +0000 2015,If @TMobile stops counting streaming data then the only accurate data number will be in the T-Mobile account app. Congrats on usage bump.,0.0
554,Fri Nov 13 20:14:32 +0000 2015,RT @ssssunnnyyyy: #HartOfDixie cancelled.... It's a disaster! @TVtibi @hulu @netflix bring it back #SaveHartOfDixie #rachelbilson https://t?,0.0
555,Fri Nov 13 21:35:44 +0000 2015,I just entered to win the new #HTCOneA9 @ATT,-0.125
556,Fri Nov 13 21:40:23 +0000 2015,RT @mangacom: Gotta Go Fast!  REDLINE is playing on @Hulu!  https://t.co/CxccfYEk1J https://t.co/ejHfLYRZLg,0.0
557,Fri Nov 13 18:57:27 +0000 2015,@comcastcares I think so. Thanks.,0.0
558,Fri Nov 13 18:55:08 +0000 2015,"@MarkRonson @BrunoMars ""Uptown Funk"" Collaboration Of The Year #AMAs  https://t.co/aOLDv5m8FD",0.0
559,Fri Nov 13 18:44:33 +0000 2015,"@JohnLegere @verizon @DavidGoldmanCNN damn, T-Mobile is gonna take over I need to buy some TMUS stock",0.25
560,Fri Nov 13 19:18:18 +0000 2015,"At the end of a month I'm gonna make a blog about living without the internet at home, I'm keeping a journal. #Internet #Comcast #innovation",0.03125
561,Fri Nov 13 22:00:29 +0000 2015,@comcastcares I think there was supposed to be a little shrug emoticon and a question mark at the end of your handle.,0.0
562,Fri Nov 13 18:15:44 +0000 2015,"@hulu_support Hi, ""stream unavailable"" on the android app on AT&amp;T Lte, have already rebooted, uninstalled, cleared cache.... Suggestions?",0.0
563,Sat Nov 14 01:17:16 +0000 2015,RT @kanchana_raman: @GWBCLive @UPS @ATT congratulations for supporting Women businesses in Georgia for 15 years. https://t.co/BawUcBvXRr,0.0
564,Sat Nov 14 00:10:44 +0000 2015,I just entered to win the new #HTCOneA9 @ATT,0.0
565,Sat Nov 14 01:15:14 +0000 2015,I just entered to win the new #HTCOneA9 @ATT,-0.10416666666666667
566,Fri Nov 13 21:41:48 +0000 2015,I just entered to win the new #HTCOneA9 @ATT,0.0
567,Fri Nov 13 22:11:50 +0000 2015,RT @DASandSmallCell: How will @TMobile's new indoor 4G LTE CellSpot enhance your business? Read more to find out: https://t.co/5VB4fql14G,0.1
568,Fri Nov 13 22:12:43 +0000 2015,RT @DanielleSmithTV: Making a Mobile Difference: Use Your Phone for Good https://t.co/EobYmX2mSl } @ATT #UseItForGood https://t.co/jGACSHqo?,0.0
569,Sat Nov 14 01:36:12 +0000 2015,RT @IAmSp00n: Here's to hoping that @comcastcares doesn't cut off the connection randomly tonight. Plz guys... plz. https://t.co/0sSGki7hQL,0.08333333333333333
570,Fri Nov 13 23:43:03 +0000 2015,RT @ToBearWitness: @TMobile Can you please add Amazon Instant Video app to your #BingeOn streaming list? Thanks.,0.0
571,Fri Nov 13 23:33:14 +0000 2015,@verizon I'm in a contract with t mobile. Do you guy buy out contracts?,0.125
572,Sat Nov 14 01:49:02 +0000 2015,"RT @LiveAction: .@Hulu censors ads that give women real choices, but once aired @PPact ads. https://t.co/SfkLZLNE6Y",0.0
573,Fri Nov 13 21:52:31 +0000 2015,"@VerizonSupport I'm not listed on her account, but she has given me permission to help her reduce her bill.",-0.05357142857142857
574,Sat Nov 14 00:37:05 +0000 2015,I just entered to win the new #HTCOneA9 @ATT,0.1875
575,Fri Nov 13 21:38:34 +0000 2015,RT @mangacom: Gotta Go Fast!  REDLINE is playing on @Hulu!  https://t.co/CxccfYEk1J https://t.co/ejHfLYRZLg,0.10416666666666667
576,Fri Nov 13 21:41:06 +0000 2015,"@comcast, I found one of your people.  https://t.co/Ki7ZY3t0ii",0.125
577,Fri Nov 13 23:04:41 +0000 2015,"@ATTCares I can't call my husband and he can't get through to me either; says ""call failed"". What gives? Bad if there's an emergency",-0.20833333333333334
578,Fri Nov 13 23:05:24 +0000 2015,@ATT I'm ready whenever you are. https://t.co/5Ym0rWA1s8,0.10714285714285714
579,Fri Nov 13 19:54:38 +0000 2015,I just checked in @ATT with #mPLACES  Download today!  https://t.co/8yXjWG410X,0.25
580,Fri Nov 13 19:15:19 +0000 2015,Hey @comcastcares what do you think it means that you have 100k+ followers and 17 likes?,0.25
581,Sat Nov 14 00:39:44 +0000 2015,I just entered to win the new #HTCOneA9 @ATT,0.14583333333333334
582,Fri Nov 13 19:11:33 +0000 2015,@ATTCares I would like an email address of a supervisor.,0.05555555555555555
583,Fri Nov 13 22:47:46 +0000 2015,I just checked in @ATT with #mPLACES  Download today!  https://t.co/JQ21rKAyQI,0.10416666666666667
